Id,SalePrice
1461,120217.70795316131
1462,156998.51218433195
1463,172511.16900629882
1464,184869.67116515257
1465,193330.78319842106
1466,179181.7252133905
1467,176355.23707968587
1468,176918.54148467432
1469,189340.9273491572
1470,122022.37230758298
1471,211018.7385347983
1472,93192.48100322831
1473,97432.43055121649
1474,151946.55154200463
1475,146320.47607581245
1476,354161.4390623348
1477,245469.66605202138
1478,288174.9209364006
1479,257870.44842151017
1480,451264.80248671613
1481,327402.5857706789
1482,203699.02480720653
1483,176434.2427939498
1484,173966.99125447028
1485,169051.1128060228
1486,202577.54579362136
1487,329161.03083819896
1488,246640.86895159984
1489,197545.60899069047
1490,197830.37215913058
1491,186533.82389378347
1492,93137.7061853063
1493,178871.21578351155
1494,286940.8712519154
1495,293564.7263546955
1496,230088.98984054555
1497,193443.4443092034
1498,153198.71430914124
1499,153440.58002804004
1500,144846.0270319746
1501,174194.484276233
1502,166346.17533526858
1503,286606.7765052377
1504,230665.38116655944
1505,229373.6746530905
1506,185364.09632921894
1507,215811.1701110582
1508,198966.60861896104
1509,158216.39684137862
1510,151372.23566073654
1511,145888.9755193867
1512,170969.7703818643
1513,156656.11721501176
1514,169363.50807011162
1515,167854.7945563442
1516,143501.17830125356
1517,158920.66768261415
1518,132505.38355189157
1519,227549.4530677073
1520,137604.89903895115
1521,138303.25360336967
1522,161866.910176337
1523,121910.09218115597
1524,119634.99786352708
1525,121805.79763797337
1526,121012.58022288056
1527,100337.65349030308
1528,127225.96237809322
1529,142143.73528062768
1530,170523.62975547853
1531,125080.71354591844
1532,109218.45721134129
1533,140158.62431427228
1534,125555.09888297762
1535,152715.86051693597
1536,121208.14393851862
1537,63473.13199967048
1538,147502.79243758827
1539,164023.93507857015
1540,105248.8516886124
1541,138269.54039729052
1542,146193.77575719522
1543,225421.57914504944
1544,80346.94507022784
1545,114026.89979749983
1546,117901.32974807637
1547,132395.37765494784
1548,134968.93153920324
1549,110721.75885245875
1550,134157.85533108993
1551,122723.81877049149
1552,139088.57366011586
1553,139338.31101193803
1554,104117.23667462853
1555,171844.854208873
1556,86391.6516789195
1557,124249.16280175115
1558,87828.86014680714
1559,115582.73413333464
1560,139566.21567670055
1561,147425.17817525927
1562,128514.30383680586
1563,122610.20982893746
1564,165722.53015412154
1565,145309.4617342146
1566,211061.5086160384
1567,76413.52821876244
1568,222211.20445833707
1569,158045.44937360406
1570,124057.38546398189
1571,109139.83100151073
1572,148524.45088642286
1573,236633.15290904255
1574,121856.36195678997
1575,221707.17830071555
1576,205279.19178490742
1577,194405.9682678194
1578,137383.1577005666
1579,138870.29040031077
1580,189490.40823308588
1581,134575.51513090119
1582,127008.96902720185
1583,324985.1662766021
1584,237291.12727726152
1585,136576.0554619955
1586,78814.51142181335
1587,98511.706485606
1588,147037.87841413086
1589,104317.07642638106
1590,137989.39723737142
1591,103356.96811310043
1592,135451.96736669668
1593,111749.20312811568
1594,142349.30529760246
1595,117996.21284974176
1596,239175.42115126186
1597,163932.9360729841
1598,172627.56479874265
1599,176814.8706876968
1600,176408.82059599852
1601,72928.22322536865
1602,115056.89362766541
1603,95885.08767229249
1604,287420.89843630773
1605,236835.87717900667
1606,169725.27546779873
1607,175026.09678913277
1608,212301.86011677672
1609,183404.9146656432
1610,140043.6995636614
1611,145474.63785579306
1612,161266.4521440552
1613,163650.23334140412
1614,125606.43487151887
1615,92521.96056300304
1616,83209.84815773166
1617,93831.30693666202
1618,125585.1560100817
1619,124249.94329374791
1620,162473.26865442685
1621,127947.82926909458
1622,147124.14034446923
1623,281493.8139787242
1624,207798.75791005575
1625,121029.63346479622
1626,172819.4891369782
1627,189008.3739192865
1628,260109.2080191776
1629,169642.78476470988
1630,358841.3782207273
1631,202988.65631806024
1632,244954.32713108292
1633,163093.02854061208
1634,183159.9646970163
1635,178134.01049713723
1636,162893.55066594316
1637,191528.1388659054
1638,195580.15725506056
1639,181362.8801656241
1640,265985.4010966598
1641,176903.58974491994
1642,226149.8541598688
1643,223475.06123264894
1644,232603.9735199546
1645,195681.05640105187
1646,159174.73276783465
1647,164782.3657123262
1648,140402.26506936506
1649,138190.77211910524
1650,121553.21803609336
1651,120085.77931554473
1652,92698.91299357291
1653,97118.32472854407
1654,151762.35050827262
1655,163515.2730053436
1656,149112.1551994916
1657,151419.07924204736
1658,150915.8645344338
1659,148784.71126631217
1660,138077.78527256497
1661,456284.56528903166
1662,387480.428897976
1663,403389.0468544807
1664,482867.23781652615
1665,296917.12162196956
1666,325354.05232629867
1667,359150.10223469976
1668,326089.5909320547
1669,293915.46516443056
1670,328740.15924321586
1671,273676.00978467835
1672,427552.653236575
1673,278497.66166576406
1674,248680.8999577719
1675,186230.72262259686
1676,192583.1540336641
1677,220592.92808244337
1678,472413.74762728304
1679,372439.3126800218
1680,339343.7472637586
1681,222309.65716123476
1682,301237.43574039475
1683,186143.35707531002
1684,169722.80499998629
1685,173050.03260387343
1686,167078.76407675075
1687,162662.1013407356
1688,186382.59397156048
1689,181271.40547642807
1690,184413.58116550383
1691,178237.59070341167
1692,228831.9636011584
1693,164370.26960527102
1694,182381.1239800682
1695,166486.36693030395
1696,258546.46042573193
1697,167637.33252457372
1698,337126.860271288
1699,324248.3293587941
1700,237736.41830674952
1701,261566.5455796133
1702,251534.23375858588
1703,252810.17511396867
1704,280506.1545681005
1705,213184.8286523901
1706,479372.87309647806
1707,214804.54097849614
1708,210540.35714777786
1709,257993.970431716
1710,227549.08584158318
1711,234639.9937957351
1712,256262.40115428113
1713,266725.6564610894
1714,230381.00205968154
1715,201351.28957271707
1716,172052.11194627776
1717,165066.09201854534
1718,144402.44413723206
1719,207193.852755628
1720,247957.32894577045
1721,165560.4269332336
1722,135403.82667936228
1723,157314.3288762252
1724,216607.69219328722
1725,225543.23487483896
1726,185347.4386699114
1727,166961.0587509228
1728,182178.45646150244
1729,155711.88648650516
1730,124447.49278428116
1731,118284.88698226515
1732,133739.47378204254
1733,121943.80799331049
1734,124130.84223899424
1735,130289.29313478673
1736,114101.49231250951
1737,314004.0527008179
1738,215867.77353007378
1739,295128.3771878435
1740,191105.01708073445
1741,180349.7195157694
1742,172254.10117722224
1743,173165.44871472282
1744,284283.8191867732
1745,243459.11720590288
1746,200197.94779538258
1747,210720.80328802712
1748,210694.66640377545
1749,166287.99598125537
1750,146031.65839949154
1751,226148.20079430152
1752,122288.23193278674
1753,142789.48883609127
1754,214559.82792981534
1755,164853.87383231966
1756,121953.94234608096
1757,120231.14696153275
1758,145416.07454302235
1759,151027.3942017576
1760,171406.83335334784
1761,151634.9697853172
1762,167713.80904837183
1763,161730.12744659124
